	i	date	count	countnew
0	0	2000-01-01	0.66	0.0285714285714
1	1	2000-01-02	0.66	0.0285714285714
2	2	2000-01-03	0.66	0.0285714285714
3	3	2000-01-04	0.66	0.0285714285714
4	4	2000-01-05	0.66	0.0285714285714
5	5	2000-01-06	0.66	0.0285714285714
6	6	2000-01-07	1.0	1.0
7	7	2000-01-08	0.68	0.0857142857143
8	8	2000-01-09	0.68	0.0857142857143
9	9	2000-01-10	0.68	0.0857142857143
10	10	2000-01-11	0.67	0.0571428571429
11	11	2000-01-12	0.67	0.0571428571429
12	12	2000-01-13	0.67	0.0571428571429
13	13	2000-01-14	0.67	0.0571428571429
14	14	2000-01-15	0.67	0.0571428571429
15	15	2000-01-16	0.66	0.0285714285714
16	16	2000-01-17	0.66	0.0285714285714
17	17	2000-01-18	0.67	0.0571428571429
18	18	2000-01-19	0.66	0.0285714285714
19	19	2000-01-20	0.66	0.0285714285714
20	20	2000-01-21	0.66	0.0285714285714
21	21	2000-01-22	0.66	0.0285714285714
22	22	2000-01-23	0.66	0.0285714285714
23	23	2000-01-24	0.65	0.0
24	24	2000-01-25	0.66	0.0285714285714
25	25	2000-01-26	0.66	0.0285714285714
26	26	2000-01-27	0.66	0.0285714285714
27	27	2000-01-28	0.66	0.0285714285714
28	28	2000-01-29	0.66	0.0285714285714
29	29	2000-01-30	0.66	0.0285714285714
30	30	2000-01-31	0.66	0.0285714285714
31	31	2000-02-01	0.65	0.0
32	32	2000-02-02	0.65	0.0
33	33	2000-02-03	0.65	0.0
34	34	2000-02-04	0.65	0.0
35	35	2000-02-05	0.65	0.0
36	36	2000-02-06	0.65	0.0
37	37	2000-02-07	0.98	0.942857142857
38	38	2000-02-08	1.0	1.0
39	39	2000-02-09	1.0	1.0
40	40	2000-02-10	0.98	0.942857142857
41	41	2000-02-11	0.98	0.942857142857
42	42	2000-02-12	0.97	0.914285714286
43	43	2000-02-13	0.96	0.885714285714
44	44	2000-02-14	0.96	0.885714285714
45	45	2000-02-15	1.0	1.0
46	46	2000-02-16	0.98	0.942857142857
